1,Lexus RX,$ 58 000,"2017 г., 3.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 100 000 км",https://im.mashina.kg/tachka/images//7/8/b/78b206f0006ee280922a3d59e6ace78e_240x180.jpg
1,Toyota 4Runner,$ 43 500,"2017 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 83 000 км",https://im.mashina.kg/tachka/images//1/4/b/14b4c5765c48f25f430097143e2d1c55_240x180.jpg
1,Toyota Camry,$ 12 800,"2005 г., 3 л., автомат седан, бензин руль слева, 180 000 км",https://im.mashina.kg/tachka/images//f/a/9/fa942d4346a596cc8018e37af45c120a_240x180.jpg
1,BMW X7,$ 110 000,"2021 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 64 374 км",https://im.mashina.kg/tachka/images//3/3/c/33c08a8ee94c1649e24a8b4e0fcff0c7_240x180.jpg
1,Lexus ES,$ 24 500,"2014 г., 2.5 л., вариатор седан, гибрид руль слева, 176 000 км",https://im.mashina.kg/tachka/images//0/c/8/0c8f3a71b36de9093a2a036577e5fdcc_240x180.jpg
1,Toyota Land Cruiser Prado,$ 30 000,"2011 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 256 000 км",https://im.mashina.kg/tachka/images//c/e/2/ce2f1967f1c93692a888bf53ecd73584_240x180.jpg
1,Hyundai Santa Fe,$ 21 800,"2016 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 128 000 км",https://im.mashina.kg/tachka/images//1/b/9/1b9bcd1a6ce85b974ce9226c99411f7d_240x180.jpg
1,Lexus RX,$ 9 900,"2001 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 211 000 км",https://im.mashina.kg/tachka/images//f/e/3/fe31052b291b80076ee29c0ed2dee7b8_240x180.jpg
1,Kia Sportage,$ 20 500,"2018 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 150 000 км",https://im.mashina.kg/tachka/images//6/1/8/618a1722de9bce9730057cae8d271af1_240x180.jpg
1,Toyota Camry,$ 33 000,"2020 г., 2.5 л., вариатор седан, гибрид руль слева, 31 040 км",https://im.mashina.kg/tachka/images//5/8/4/584fffacdc4cd368e0a528a099355191_240x180.jpg
1,BMW 5 Серия,$ 29 000,"2016 г., 2 л., автомат седан, дизель руль слева, 169 000 км",https://im.mashina.kg/tachka/images//8/3/0/8308ebea4553dbaedff267f4b1ac1fa8_240x180.jpg
1,Toyota Camry,$ 23 300,"2018 г., 2.5 л., автомат седан, бензин руль слева, 170 000 км",https://im.mashina.kg/tachka/images//7/f/d/7fda1f6359200c44187ab792b8e483b0_240x180.jpg
1,BMW X5,$ 37 500,"2016 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 96 000 км",https://im.mashina.kg/tachka/images//7/b/c/7bc6e8b6d854192be036960208535e26_240x180.jpg
1,BMW 5 Серия,$ 46 500,"2017 г., 3 л., автомат седан, бензин руль слева, 80 000 км",https://im.mashina.kg/tachka/images//1/d/6/1d6a5b7da0bd075a140d5b16f7156af1_240x180.jpg
1,Audi A6,$ 6 574,"2005 г., 2.4 л., вариатор седан, бензин руль слева, 300 000 км",https://im.mashina.kg/tachka/images//0/b/3/0b3dfa2a5ac9aa9f8173a2e5674e71f6_240x180.jpg
1,Toyota Prius,$ 13 500,"2013 г., 1.8 л., автомат хэтчбек 5 дв., гибрид руль слева, 80 000 км",https://im.mashina.kg/tachka/images//d/7/8/d783198e0aa7747889b35cd20f2fcd82_240x180.jpg
1,Hyundai Sonata,$ 15 600,"2017 г., автомат седан, газ руль слева, 163 350 км",https://im.mashina.kg/tachka/images//0/a/2/0a2b1507c3f9df0d5f4d2d3491468f0f_240x180.jpg
1,Toyota Highlander,$ 58 000,"2021 г., 2.5 л., автомат внедорожник 5 дв., гибрид руль слева, 6 000 км",https://im.mashina.kg/tachka/images//5/0/c/50c73140961007d5b8c8a08526498012_240x180.jpg
1,Hyundai Elantra,$ 14 000,"2017 г., 2 л., автомат седан, бензин руль слева, 85 000 км",https://im.mashina.kg/tachka/images//4/2/f/42f983d0c1806b7cd17ff34c97996ad6_240x180.jpg
1,Toyota RAV4,$ 26 500,"2017 г., 2.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 55 000 км",https://im.mashina.kg/tachka/images//8/0/4/8048acfd7b616dfe8f4cf8c9960812b3_240x180.jpg
2,Honda Fit,$ 8 700,"2007 г., 1.3 л., вариатор хэтчбек 5 дв., бензин руль слева, 150 000 км",https://im.mashina.kg/tachka/images//f/e/e/fee93d10c55ee8cf0956eb613c6c3502_240x180.jpg
2,Hyundai i40,$ 12 200,"2015 г., 2 л., автомат седан, бензин руль слева, 103 000 км",https://im.mashina.kg/tachka/images//f/5/7/f5782ce7672c1345101803a2cadb0656_240x180.jpg
2,Chevrolet Captiva,$ 28 600,"2022 г., 1.5 л., вариатор внедорожник 5 дв., бензин руль слева",https://im.mashina.kg/tachka/images//b/6/d/b6d304debf90d6e76aad7763593caf8f_240x180.jpg
2,Lexus RX,$ 14 500,"2004 г., 3.3 л., автомат внедорожник 5 дв., бензин руль слева, 165 000 км",https://im.mashina.kg/tachka/images//b/8/c/b8c2dc453da839f18938163704d431e4_240x180.jpg
2,Lexus NX,$ 30 999,"2018 г., 2 л., автомат внедорожник 5 дв., бензин руль слева, 48 000 км",https://im.mashina.kg/tachka/images//7/0/c/70c87c3b523af2b034e9453fc91386b7_240x180.jpg
2,Toyota Sequoia,$ 28 800,"2008 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 196 000 км",https://im.mashina.kg/tachka/images//6/7/f/67f78da0ae541d3cff0ad0640440ae69_240x180.jpg
2,Daewoo Matiz,$ 2 249,"2001 г., 0.8 л., механика хэтчбек 5 дв., бензин руль слева, 2 200 км",https://im.mashina.kg/tachka/images//e/f/c/efc2a44fb3333e3dd0ed70daf34f2670_240x180.jpg
2,Lexus RX,$ 13 900,"2004 г., 3.3 л., автомат внедорожник 5 дв., бензин руль слева",https://im.mashina.kg/tachka/images//4/e/d/4edd9019df62b082513fc30520bfa5dc_240x180.jpg
2,Lexus LX,$ 38 500,"2008 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 159 000 км",https://im.mashina.kg/tachka/images//8/c/a/8ca83c44a5df0d6d252e6327cc9b7556_240x180.jpg
2,BMW 5 Серия,$ 45 000,"2017 г., 2 л., автомат седан, дизель руль слева, 87 000 км",https://im.mashina.kg/tachka/images//7/3/c/73cf769e514d15e1192bdd4057c396e6_240x180.jpg
2,BMW X6 M,$ 24 000,"2010 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева, 190 006 км",https://im.mashina.kg/tachka/images//3/3/2/332b752e9947ebf249f3147487751e76_240x180.jpg
2,Toyota Camry,$ 34 900,"2018 г., 3.5 л., автомат седан, бензин руль слева, 77 000 км",https://im.mashina.kg/tachka/images//3/2/b/32b933f0f67b48968b53762b58a18074_240x180.jpg
2,Kia Sorento,$ 42 500,"2020 г., 2.2 л., робот внедорожник 5 дв., дизель руль слева, 47 000 км",https://im.mashina.kg/tachka/images//f/3/6/f367e6a17c92939c1f3254f512006548_240x180.jpg
2,Toyota 4Runner,$ 39 000,"2016 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 39 000 км",https://im.mashina.kg/tachka/images//a/1/e/a1e00299bda5d57066c4fbe5704982f9_240x180.jpg
2,Subaru Outback,$ 18 000,"2017 г., 2.5 л., вариатор универсал, бензин руль слева, 155 000 км",https://im.mashina.kg/tachka/images//e/8/7/e87a675cd5e75ccb26dc4ef254295be3_240x180.jpg
2,BMW 5 Серия,$ 3 999,"1996 г., 2.8 л., автомат седан, бензин руль слева, 320 000 км",https://im.mashina.kg/tachka/images//8/5/7/85774477fde03e189a7562d560160421_240x180.jpg
2,Toyota Camry,$ 26 900,"2018 г., 2.5 л., автомат седан, бензин руль слева, 150 000 км",https://im.mashina.kg/tachka/images//7/4/9/749c4b8143836c7589b05b8f96ea7404_240x180.jpg
2,Subaru Forester,$ 15 700,"2016 г., 2.5 л., вариатор внедорожник 5 дв., бензин руль слева, 100 005 км",https://im.mashina.kg/tachka/images//7/6/d/76dcb8f6771f3dee2557e51bd247f316_240x180.jpg
2,Toyota Land Cruiser,$ 95 000,"2019 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 34 000 км",https://im.mashina.kg/tachka/images//b/3/3/b3336732cdd2d8f6a7cfa46445f8f816_240x180.jpg
2,Toyota Camry,$ 18 000,"2012 г., 2.5 л., автомат седан, бензин руль слева, 300 000 км",https://im.mashina.kg/tachka/images//0/7/e/07ed3abce584ecd210de817ffa65e303_240x180.jpg
3,Toyota Land Cruiser,$ 45 000,"2012 г., 4.5 л., автомат внедорожник 5 дв., дизель руль слева, 169 000 км",https://im.mashina.kg/tachka/images//e/3/2/e329e6b50cca848feb18e5ba8d9adb87_240x180.jpg
3,Hyundai Tucson,$ 25 000,"2016 г., 1.6 л., автомат внедорожник 5 дв., бензин руль слева, 53 000 км",https://im.mashina.kg/tachka/images//f/d/8/fd8fe3206cb32da7e045c8c55e93d195_240x180.jpg
3,Kia Sorento,$ 22 300,"2016 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 132 000 км",https://im.mashina.kg/tachka/images//9/c/7/9c7084afad94e55aebf12758aa707df8_240x180.jpg
3,Toyota Corolla,$ 13 500,"2017 г., 1.5 л., вариатор седан, гибрид руль слева, 100 000 км",https://im.mashina.kg/tachka/images//a/6/6/a6696cd5767c451e647ec546a5112ca3_240x180.jpg
3,Honda M-NV,$ 25 500,"2022 г., автомат внедорожник 5 дв., электро руль слева, 9 500 км",https://im.mashina.kg/tachka/images//8/0/d/80d707b870607af5a7d01f2dbffea0e4_240x180.jpg
3,BMW X5,$ 16 000,"2005 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 290 000 км",https://im.mashina.kg/tachka/images//a/5/b/a5b3afb20aafee7dd0e19b8c85259530_240x180.jpg
3,Land Rover Range Rover Sport,$ 23 000,"2009 г., 5 л., автомат внедорожник 5 дв., бензин руль слева, 200 000 км",https://im.mashina.kg/tachka/images//b/e/d/bedf9f40d30b25dbf7e29a61b463105f_240x180.jpg
3,Hyundai Sonata,$ 15 200,"2017 г., автомат седан, газ руль слева, 145 000 км",https://im.mashina.kg/tachka/images//d/c/a/dca975a3f1e622322b89896cb0e9754c_240x180.jpg
3,Toyota Camry,$ 23 500,"2018 г., 2.5 л., автомат седан, бензин руль слева, 193 000 км",https://im.mashina.kg/tachka/images//e/c/c/ecc1b540263ff2601c01e0b82cb9d0a4_240x180.jpg
3,Toyota Camry,$ 17 500,"2016 г., 2.5 л., автомат седан, бензин руль слева, 217 000 км",https://im.mashina.kg/tachka/images//b/c/6/bc6bdf71d5401b34b7fa7446a1b02e1d_240x180.jpg
3,Hyundai Sonata,$ 14 500,"2016 г., 2 л., автомат седан, газ руль слева, 133 000 км",https://im.mashina.kg/tachka/images//1/f/c/1fccf98b1e64ca95ff626825f233c0c9_240x180.jpg
3,Toyota RAV4,$ 25 500,"2016 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 58 000 км",https://im.mashina.kg/tachka/images//c/4/7/c47cfd229e35052f32476c252fbf00a1_240x180.jpg
3,BYD E5,"
                                                                                                    $
                                                                                                9 900
                                                                                            ","2019 г., автомат седан, электро руль слева, 10 000 км",https://im.mashina.kg/tachka/images//d/4/4/d44cf60c770ed9a6f8329de40df9de00_240x180.jpg
3,Kia Mohave (Borrego),$ 61 000,"2020 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 27 000 км",https://im.mashina.kg/tachka/images//9/6/a/96a5e7c07e6d0377cfd2653bb19420ad_240x180.jpg
3,Subaru Outback,$ 9 800,"2003 г., 2.5 л., автомат универсал, бензин руль справа, 225 000 км",https://im.mashina.kg/tachka/images//7/6/7/7679a2e853a603354d6ba97d66fe0f19_240x180.jpg
